,Adview
1699,-96.51242
1700,-2149.0588
1701,-1750.5428
1702,-233.45847
1703,814.737
1704,-1232.2694
1705,2298.9033
1706,3185.403
1707,-582.9301
1708,647.0627
1709,13048.719
1710,-87.30954
1711,-914.1518
1712,1861.0156
1713,-732.32184
1714,-951.06244
1715,-462.63913
1716,-272.7546
1717,-931.9184
1718,2670.451
1719,10622.16
1720,977.1662
1721,2457.8328
1722,-748.1462
1723,105.690704
1724,768.1712
1725,2773.2139
1726,79.66684
1727,-569.1951
1728,-138.4675
1729,-416.87448
1730,-1568.3037
1731,2635.5786
1732,1565.5615
1733,1082.4658
1734,1724.7876
1735,-659.46014
1736,-622.9257
1737,1018.7586
1738,2598.4553
1739,-1206.3096
1740,2123.1482
1741,-127.77316
1742,2101.606
1743,-98.20383
1744,-900.96075
1745,-136.10593
1746,2273.2024
1747,-59.14157
1748,-430.25925
1749,-3660.9475
1750,-170.73679
1751,1815.6838
1752,200.18192
1753,-311.92282
1754,765.816
1755,269.88138
1756,-1338.6495
1757,-657.2148
1758,2913.2183
1759,-614.3302
1760,-36.581024
1761,-440.11447
1762,861.4045
1763,-697.76385
1764,873741.75
1765,809.71906
1766,1968.8438
1767,-345.82053
1768,-163.27438
1769,-1695.7344
1770,-277.59177
1771,3534.0264
1772,839.3575
1773,-1086.3965
1774,-231.1218
1775,-2687.7017
1776,-1575.1836
1777,3643.4922
1778,-361.40622
1779,2190.2734
1780,-83.40451
1781,-319.51474
1782,366.72757
1783,926.461
1784,-494.51706
1785,1034.5951
1786,-1703.896
1787,1708.3472
1788,3990.2075
1789,-358.2617
1790,572.0523
1791,1614.1418
1792,-778.2668
1793,-2395.3174
1794,-318.29062
1795,570.1873
1796,243.25198
1797,-1415.5996
1798,-845.38666
1799,-327.40976
1800,1953.1323
1801,-2407.7383
1802,2640.1245
1803,-152.03488
1804,522.4093
1805,-601.5595
1806,6121.215
1807,1864.2456
1808,-510.63376
1809,-2028.6882
1810,306.9385
1811,-1187.6759
1812,-829.81
1813,-1200.3223
1814,356.6586
1815,-5158.3926
1816,829.7205
1817,-1239.4664
1818,-125.51657
1819,2878.5356
1820,-188.44241
1821,2324.5823
1822,537.3028
1823,3522.3328
1824,-151.14938
1825,133.8909
1826,-776.212
1827,-738.68475
1828,-554.45026
1829,-2836.4153
1830,-1480.8188
1831,-696.8864
1832,-450.57175
1833,888.4371
1834,2559.5825
1835,-4189.8364
1836,-4543.34
1837,300.16922
1838,569.9809
1839,-206.68991
1840,3142.522
1841,-70.250946
1842,-768.59344
1843,-421.8071
1844,1593.5095
1845,96.45706
1846,-118.54416
1847,222.55228
1848,-336.94772
1849,1864.3386
1850,1387.115
1851,626.7818
1852,-1398.696
1853,-1500.5315
1854,-196.12741
1855,2146.0483
1856,-148.03464
1857,-1907.6069
1858,-197.12253
1859,74.256134
1860,940.2497
1861,-2426.6597
1862,-284.18723
1863,-2099.9521
1864,107.43216
1865,1970.4895
1866,473.80643
1867,-1545.0334
1868,-965.524
1869,-636.33905
1870,-489.84518
1871,-1325.281
1872,6210.1274
1873,-861.44257
1874,25.507843
1875,-46.190033
1876,31.014496
1877,-1022.1093
1878,2791.181
1879,-1174.1531
1880,-792.67865
1881,451.6807
1882,-692.8652
1883,-1130.2794
1884,706.78937
1885,-1978.0386
1886,-539.3796
1887,3260.7979
1888,959.45624
1889,-1104.3611
1890,205.45511
1891,14.042573
1892,-4079.2197
1893,47.908722
1894,-227.71085
1895,-18.88211
1896,-291.53036
1897,153.6973
1898,1757.2522
1899,235.32706
1900,-450.93478
1901,1308.5221
1902,123.40726
1903,1376.9888
1904,192.43265
1905,761.1906
1906,920.51227
1907,4697.5205
1908,-1940.0146
1909,-1945.7606
1910,4337.0835
1911,-116.012665
1912,2557.1592
1913,120.64554
1914,501.74442
1915,534.02936
1916,-739.1274
1917,92.24698
1918,2838.004
1919,-2910.544
1920,3205.4827
1921,709.49493
1922,-1182.0991
1923,-285.9714
1924,-650.8773
1925,-164.89743
1926,3104.2075
1927,-358.37888
1928,3111.628
1929,-109.861115
1930,-5053.831
1931,97.95694
1932,-338.2822
1933,-224.60446
1934,481.77084
1935,77.82388
1936,-168.08554
1937,3394.5186
1938,-679.5136
1939,3428.7026
1940,-4259.088
1941,2903.273
1942,2013.9857
1943,932.8899
1944,451.4097
1945,-147.21823
1946,-1115.0776
1947,-2166.227
1948,-199.83884
1949,-1509.7499
1950,500.3649
1951,-5146.853
1952,-909.72565
1953,-421.2231
1954,-75.427704
1955,1344.9546
1956,731.95197
1957,-1373.0691
1958,18790.436
1959,-719.54877
1960,-413.12204
1961,2350.885
1962,-13.435515
1963,-1150.8174
1964,2940.9575
1965,-808.4467
1966,-130.67453
1967,769.10284
1968,710.7337
1969,1774.8223
1970,5059.042
1971,-1232.9922
1972,-1739.1228
1973,-234.87375
1974,-29.056244
1975,-97.54013
1976,-813.9672
1977,1375.6482
1978,-349.92032
1979,4749.2275
1980,-2217.7659
1981,2303.5923
1982,-1710.7924
1983,-2180.185
1984,-1061.8186
1985,-1398.5201
1986,457.3455
1987,9458.123
1988,-664.49945
1989,312.23868
1990,-18.33908
1991,-720.1281
1992,487.69485
1993,-14.193389
1994,-217.06247
1995,988.5411
1996,-1103.6151
1997,-584.5024
1998,953.602
1999,425.22238
2000,-1538.8152
2001,1811.2107
2002,-3640.3032
2003,157.35196
2004,5779.2637
2005,1231.6838
2006,-29.529266
2007,-571.8957
2008,-295.02365
2009,-1649.0762
2010,137.17142
2011,2553.7197
2012,-798.2375
2013,-252.10019
2014,291.4434
2015,-825.97614
2016,-2708.9062
2017,11294.196
2018,242.11667
2019,1782.8196
2020,2121.196
2021,-1246.9863
2022,69.36575
2023,19.527863
2024,-7.1513357
2025,-1118.678
2026,-424.76755
2027,230.29544
2028,252.15909
2029,-233.95749
2030,-698.81134
2031,-741.62836
2032,-854.9201
2033,-260.85544
2034,-642.77094
2035,1018.57086
2036,-377.43552
2037,-823.3378
2038,-427.64865
2039,783.2923
2040,3978.8984
2041,-26.041473
2042,142.1885
2043,777.7791
2044,-341.03403
2045,-702.7736
2046,-741.89276
2047,8674.199
2048,-793.65326
2049,-3303.103
2050,-609.2089
2051,-5374.054
2052,4050.9495
2053,-350.53586
2054,2848.6294
2055,-1377.3608
2056,-414.38193
2057,-551.7885
2058,145.3212
2059,169.87833
2060,-3134.6887
2061,163.38504
2062,-334.22043
2063,202.55814
2064,2583.1616
2065,-549.4455
2066,2850.921
2067,-1000.98773
2068,-1627.6562
2069,-445.06686
2070,1870.9111
2071,-614.0373
2072,383.01602
2073,16865.996
2074,307.41995
2075,562.5079
2076,-269.33005
2077,-1245.1226
2078,-2255.8914
2079,-86.69357
2080,-179.874
2081,-939.3593
2082,-60.943085
2083,2006.742
2084,-290.7913
2085,-1459.123
2086,1563.026
2087,-244.60324
2088,-475.2247
2089,735.20465
2090,-104.8779
2091,-2593.724
2092,1614.5979
2093,1511.8943
2094,-513.54596
2095,-163.77725
2096,-1031.436
2097,357.3294
2098,406.88242
2099,-1558.5659
2100,675.8077
2101,-463.3525
2102,-1097.2749
2103,865.38336
2104,-131.71237
2105,300.94168
2106,627.2789
2107,-318.47336
2108,-880.8302
2109,-744.4821
2110,-204.99399
2111,-221.1943
2112,-601.68646
2113,1407.2527
2114,-707.3759
2115,-2432.0996
2116,-1817.9126
2117,108.38138
2118,-1096.9565
2119,-1479.1477
2120,1263.6895
2121,3336.7092
2122,-432.44284
2123,949.2
2124,-293.18967
2125,1794.1788
2126,1202.3169
2127,-241.7612
2128,787.743
2129,342.16098
2130,1177.0659
2131,-8.714812
2132,1958.6367
2133,1359.3606
2134,78.4512
2135,-284.38217
2136,-162.8823
2137,-505.02853
2138,-1414.2024
2139,-41.091766
2140,-223.46481
2141,-2590.0608
2142,-87.55356
2143,-1269.8215
2144,2259.6218
2145,-2978.1206
2146,-259.2241
2147,1795.3711
2148,-200.22458
2149,2507.3945
2150,2245.4883
2151,71.54739
2152,-610.8022
2153,1176.9802
2154,195.37332
2155,-1112.1152
2156,4026.499
2157,-322.32614
2158,1682.2225
2159,5312.7715
2160,-223.49167
2161,-209.03952
2162,458.68948
2163,-2428.9014
2164,-1452.5623
2165,-423.7065
2166,-278.91245
2167,-3212.062
2168,-1841.9849
2169,-1296.3408
2170,-863.7078
2171,-2870.1833
2172,-304.7175
2173,1125.8491
2174,-165.31052
2175,-209.02835
2176,-1554.5684
2177,-1094.8408
2178,-1080.4893
2179,-1858.9912
2180,-525.0734
2181,8605.338
2182,8128.8057
2183,2096.476
2184,-247.1052
2185,-1821.7886
2186,55.20932
2187,-157.46347
2188,205.93967
2189,-513.738
2190,502.6531
2191,-658.68097
2192,736.39056
2193,24878.975
2194,69.08896
2195,-503.71616
2196,104.86636
2197,-1712.8015
2198,-380.78732
2199,-227.85812
2200,-207.40073
2201,7003.042
2202,3054.484
2203,-1174.1313
2204,3855.6074
2205,1967.5083
2206,-923.6899
2207,-329.45505
2208,3701.6348
2209,-297.8608
2210,1512.9648
2211,187.60611
2212,1950.7312
2213,-687.14606
2214,3263.7922
2215,1677.8884
2216,-800.08905
2217,464.29672
2218,2444.1743
2219,3385.3003
2220,300.4512
2221,1069.439
2222,1946.6748
2223,-292.31027
2224,-3907.0686
2225,1241.0681
2226,-966.5224
2227,-864.02924
2228,-1966.6455
2229,-2051.4229
2230,3574.2993
2231,-270.47897
2232,-751.74896
2233,-1175.1173
2234,4301.621
2235,-1138.4978
2236,459.35898
2237,-1351.1113
2238,2737.5242
2239,240.73532
2240,-923.0168
2241,8546.035
2242,-529.3798
2243,1531.2959
2244,515.86945
2245,172.0828
2246,4854.669
2247,886.2015
2248,1482.7281
2249,728.8038
2250,2125.811
2251,-2875.0767
2252,524.3853
2253,1744.748
2254,63.870636
2255,-129.09628
2256,4262.9604
2257,-410.8137
2258,-1014.7402
2259,3563.1777
2260,-518.4725
2261,-831.3398
2262,2044.8928
2263,-602.17755
2264,-479.728
2265,68.06448
2266,696.8392
2267,1209.6262
2268,1928.9209
2269,595.4698
2270,493.4982
2271,-478.96896
2272,106.06839
2273,-580.7321
2274,-404.29086
2275,-1447.029
2276,1450.4768
2277,-402.78268
2278,2985.796
2279,-58.804413
2280,-261.0859
2281,216.58157
2282,-176.10544
2283,-1905.2153
2284,1129.3738
2285,-12.927581
2286,610.1993
2287,652.0103
2288,2170.8955
2289,-4415.0947
2290,98.3699
2291,-1507.3262
2292,2238.6997
2293,-692.4682
2294,546.9307
2295,949.53107
2296,-214.04364
2297,-323.56686
2298,-183.41342
2299,-466.6711
2300,-1421.0137
2301,313.1821
2302,-53.83835
2303,-344.0483
2304,-1184.6951
2305,-387.10495
2306,451.61197
2307,-15.514495
2308,352.1431
2309,-298.35608
2310,-1220.9783
2311,292.9899
2312,-324.7607
2313,-1174.1108
2314,2607.9941
2315,-580.31573
2316,5875.662
2317,350.26248
2318,-557.5361
2319,969.63934
2320,-474.07565
2321,15.959992
2322,139.85599
2323,-835.0949
2324,1269.875
2325,-844.4642
2326,2214.0176
2327,3617.4817
2328,599.2253
2329,849.30084
2330,-1623.7316
2331,-499.93307
2332,111.42264
2333,-1386.0769
2334,1497.5004
2335,2726.4663
2336,1277.4666
2337,-990.90717
2338,-464.13937
2339,-2310.4033
2340,138.8671
2341,929.8714
2342,-205.05173
2343,-742.8874
2344,722.1595
2345,3390.3765
2346,-1113.0391
2347,2012.3779
2348,5643.14
2349,91.89871
2350,1834.0967
2351,-251.4155
2352,1662.3613
2353,1177.3271
2354,-464.77487
2355,52.509796
2356,-996.62445
2357,-1176.0565
2358,1096.8218
2359,2574.453
2360,430.49832
2361,-1016.8808
2362,-1772.9825
2363,-394.0449
2364,-192.45041
2365,2500.9592
2366,231.04324
2367,-249.38498
2368,4179.175
2369,-321.57614
2370,-643.3027
2371,-800.6335
2372,-287.2159
2373,-1260.5652
2374,960.6945
2375,-294.0073
2376,103.42337
2377,-201.79318
2378,-2032.488
2379,-240.94559
2380,-997.7133
2381,33.132843
2382,-687.9882
2383,1451.9348
2384,-305.52878
2385,1833.7671
2386,1856.5728
2387,-1430.1484
2388,997.5363
2389,-957.10406
2390,825.6761
2391,709.4537
2392,17.00003
2393,-771.2358
2394,-474.62656
2395,1704.887
2396,2398.2524
2397,735.33984
2398,702.3808
2399,-2230.091
2400,-617.37836
2401,128.94925
2402,-6131.412
2403,1514.9153
2404,-3966.8435
2405,-1183.812
2406,-123.900116
2407,-156.28745
2408,1147.7982
2409,-192.46835
2410,498.66263
2411,601.4017
2412,3316.7058
2413,3607.865
2414,-76.51462
2415,3885.6467
2416,844.7305
2417,2471.9023
2418,-985.7769
2419,-1480.8418
2420,553.3597
2421,940.2232
2422,-1347.6533
2423,-448.63547
2424,1480.0573
2425,1340.7213
2426,-1083.0312
2427,-1036.5469
2428,587.03766
2429,375.19998
2430,-2666.5537
2431,-662.1479
2432,-1194.7314
2433,2390.9587
2434,952.13434
2435,3660.6143
2436,-548.84955
2437,119.01395
2438,-264.353
2439,1989.1544
2440,2787.107
2441,1209.6251
2442,3093.9849
2443,-413.06735
2444,2168.9426
2445,1771.2705
2446,-38.009613
2447,1202.0107
2448,-813.47455
2449,-271.00705
2450,-1806.2222
2451,5206.8047
2452,1168.2903
2453,-346.7148
2454,-351.11716
2455,-874.7359
2456,-2112.0781
2457,-2699.941
2458,-427.92062
2459,503.82645
2460,-54.69821
2461,222.28915
2462,-502.07077
2463,2904.5488
2464,-261.1323
2465,-2075.7842
2466,2087.0732
2467,-4232.915
2468,1853.2573
2469,622.10077
2470,-161.41403
2471,-534.8887
2472,-4782.7627
2473,-204.53073
2474,1252.2639
2475,182.18533
2476,-432.7927
2477,-347.03854
2478,-680.1546
2479,57.985626
2480,-379.65756
2481,161.94534
2482,-802.8027
2483,-196.54538
2484,-586.1548
2485,287.4434
2486,2520.6455
2487,-333.7734
2488,-238.13547
2489,-187.74033
2490,-507.4775
2491,2767.9067
2492,-1121.0344
2493,-64.04318
2494,-233.8259
2495,-294.85153
2496,-1436.7139
2497,-1784.4381
2498,893.86664
2499,-7.872527
2500,546.5455
2501,-878.3315
2502,-889.9638
2503,8681.506
2504,-462.37827
2505,7.7049875
2506,609.2879
2507,-1178.6504
2508,2615.923
2509,-859.7089
2510,439.5247
2511,-92.174774
2512,39.61551
2513,-743.617
2514,-658.6546
2515,218.8234
2516,1962.3206
2517,-34.495087
2518,-641.60846
2519,-25.420135
2520,-445.37827
2521,327.29758
2522,-220.20615
2523,-242.69675
2524,141.18948
2525,1853.109
2526,6445.1978
2527,943.0793
2528,-418.291
2529,-2488.3086
2530,-9982.741
2531,-992.5234
2532,3545.456
2533,-394.93393
2534,638.60504
2535,-3056.7285
2536,-1145.4774
2537,-1134.5039
2538,545.2614
2539,-728.081
2540,-985.08
2541,2380.8564
2542,-401.26706
2543,-318.2524
2544,-816.40265
2545,1719.484
2546,-534.7898
2547,-895.8776
2548,-269.70944
2549,1514.9088
2550,2229.932
2551,1720.7981
2552,346.2161
2553,-719.9482
2554,-224.10983
2555,-4027.7593
2556,-2415.1904
2557,-3036.6309
2558,-339.1694
2559,45.577484
2560,2343.7554
2561,-137.08347
2562,3029.5703
2563,3401.5083
2564,-692.54266
2565,733.99164
2566,-991.18475
2567,93.373566
2568,-1324.8076
2569,-1568.1001
2570,86.7399
2571,-3949.2197
2572,-1384.0087
2573,604.1258
2574,219.08194
2575,-783.78033
2576,1144.9961
2577,-939.31537
2578,311.87222
2579,176.91977
2580,822.9914
2581,-622.1486
2582,1649.5991
2583,-71.58884
2584,-344.4326
2585,-98.54965
2586,6147.824
2587,219.02274
2588,-1016.7332
2589,2129.6833
2590,-4153.6704
2591,1385.7363
2592,1063.8301
2593,645.814
2594,-204.2496
2595,16891.02
2596,963.8404
2597,-1065.0066
2598,-43.576508
2599,-248.36618
2600,845.3642
2601,297.10452
2602,-806.54974
2603,517.9395
2604,385.84305
2605,1770.6604
2606,-3774.4553
2607,-1103.8967
2608,-681.8212
2609,1255.8129
2610,-707.0909
2611,-403.8535
2612,693.0703
2613,2669.7344
2614,3984.149
2615,-1956.3665
2616,-442.1782
2617,2247.8406
2618,5489.698
2619,1414.4832
2620,1431.4067
2621,1254.3422
2622,256.74808
2623,-798.14435
2624,355.50003
2625,-697.0893
2626,-145.05295
2627,-258.24216
2628,1029.2955
2629,2573.9814
2630,3519.9905
2631,1633.312
2632,-451.53867
2633,412.2288
2634,108412.38
2635,1459.8931
2636,168.22101
2637,-125.430145
2638,2329.6616
2639,-657.40814
2640,244.56497
2641,179.22232
2642,-1273.9951
2643,1463.6345
2644,82.57593
2645,-299.7324
2646,1363.9294
2647,-1181.3799
2648,-1363.0613
2649,-1743.5305
2650,2375.0623
2651,893.9886
2652,874.8106
2653,2891.188
2654,649.3946
2655,415.68668
2656,-1533.0078
2657,-521.19916
2658,-976.16864
2659,1621.6879
2660,-286.05673
2661,-384.74033
2662,-92.839325
2663,4498.079
2664,-212.37155
2665,1795.2281
2666,23.06314
2667,5236.551
2668,-1290.4292
2669,795.59454
2670,-1660.4792
2671,-770.5815
2672,-2323.358
2673,-246.31052
2674,-3832.6416
2675,1917.0991
2676,-26.90622
2677,-2690.3345
2678,-1102.6536
2679,5343.774
2680,1492.4465
2681,3042.6492
2682,2457.764
2683,60.959625
2684,-373.8176
2685,405.126
2686,-1162.5559
2687,-16.232391
2688,-35.89157
2689,1360.23
2690,1276.8174
2691,-1542.0428
2692,-661.41473
2693,588.012
2694,131.23294
2695,526.1219
2696,1217.6602
2697,-297.3867
2698,3737.3289
2699,3294.8242
2700,1193.7059
2701,-493.1445
2702,-162.02682
2703,-2201.8345
2704,822.82355
2705,3259.3481
2706,-1022.76556
2707,727.1827
2708,1640.7924
2709,2407.225
2710,-1339.5577
2711,-244.37668
2712,-443.7424
2713,-485.61642
2714,-1475.1829
2715,-1761.1875
2716,3496.8735
2717,-1306.0156
2718,638.3487
2719,335.71
2720,2099.0693
2721,-990.50116
2722,6154.9355
2723,790.2017
2724,2877.9941
2725,-756.5302
2726,489.30496
2727,-936.8017
2728,-387.65463
2729,1956.8184
2730,-414.78268
2731,-206.53964
2732,1551.3152
2733,726.0577
2734,-1867.0771
2735,-490.61984
2736,-762.92804
2737,1402.3899
2738,8193.366
2739,1236.9642
2740,-118.04538
2741,1325.5192
2742,-310.35568
2743,3792.252
2744,-124.01022
2745,1723.6262
2746,-600.8747
2747,-705.7785
2748,2088.3826
2749,-1283.4902
2750,-272.22995
2751,12.329988
2752,7940.311
2753,-362.2734
2754,1626.8899
2755,-2488.7715
2756,-1077.29
2757,-5644.148
2758,2917.2046
2759,1295.8726
2760,1684.3799
2761,9741.148
2762,-459.12912
2763,4213.701
2764,607.22217
2765,-947.0434
2766,-579.7
2767,1594.6626
2768,1928.0312
2769,23.342072
2770,-183.23532
2771,-2006.5033
2772,-20.805878
2773,461.2847
2774,-189.7822
2775,2505.897
2776,-276.96017
2777,1638.4225
2778,2559.3767
2779,-188.9122
2780,2102.6138
2781,-453.75632
2782,-402.82822
2783,-663.2548
2784,2190.3235
2785,152961.2
2786,-326.00046
2787,323.17422
2788,3697.2559
2789,-183.52243
2790,2558.599
2791,-786.17377
2792,-5655.165
2793,-620.97815
2794,-188.12814
2795,-694.2929
2796,-764.7797
2797,83.768585
2798,2375.505
2799,33.409454
2800,-5314.796
2801,417.9401
2802,-313.33762
2803,9.421662
2804,-372.73642
2805,-1029.0317
2806,-709.6149
2807,-742.62006
2808,2226.7773
2809,4041.5137
2810,302.51712
2811,2107.6592
2812,-736.14325
2813,2771.1382
2814,-2020.8069
2815,363.33096
2816,-270.9482
2817,-889.54144
2818,-247.83688
2819,2404.3584
2820,1083.1704
2821,-855.9709
2822,-263.13766
2823,-421.3547
2824,5338.1855
2825,863.86005
2826,-737.00336
2827,-496.92184
2828,24554.424
2829,386.02444
2830,680.2686
2831,-822.5527
2832,318.55356
2833,-372.59177
2834,576.368
2835,-46.623016
2836,-474.95358
2837,1310.9382
2838,543.19366
2839,-442.27414
2840,474.34915
2841,2459.2925
2842,-4278.329
2843,555.18585
2844,-148.17575
2845,-1232.6785
2846,870.68915
2847,346.18716
2848,59.538605
2849,148.21536
2850,1967.2864
2851,-865.6618
2852,-563.9858
2853,0.25735545
2854,1069.0029
2855,-1320.2787
2856,2375.3418
2857,-1384.3115
2858,928.33844
2859,-420.06735
2860,806.52814
2861,-336.94235
2862,282.2593
2863,-2263.0815
2864,859.16583
2865,-3732.5806
2866,-166.22604
2867,1598.5964
2868,353.74075
2869,816.4478
2870,4134.5244
2871,1621.033
2872,-358.35934
2873,-55.720184
2874,-1273.0604
2875,1980.539
2876,176.30008
2877,-981.65106
2878,-1838.1719
2879,4760.165
2880,4416.249
2881,-165.749
2882,-446.7175
2883,-2886.006
2884,-961.7951
2885,4112.055
2886,-705.91876
2887,775.0721
2888,-270.88998
2889,-896.9184
2890,492.30252
2891,-1377.0148
2892,554.7432
2893,2241.9478
2894,-1127.9365
2895,-612.9494
2896,-5580.3315
2897,511.4473
2898,-201.79428
2899,1739.3903
2900,3711.763
2901,842.95746
2902,3199.1953
2903,-1695.019
2904,1458.33
2905,3317.358
2906,1170.3181
2907,1017.309
2908,-688.80853
2909,1457.3003
2910,-1246.1572
2911,-1782.126
2912,2499.9673
2913,3421.2852
2914,655.7239
2915,260637.72
2916,-651.7402
2917,-955.90424
2918,-977.8224
2919,4389.174
2920,-30.424774
2921,3577.1243
2922,-355.5256
2923,-603.32574
2924,6433.7227
2925,-887.93353
2926,2289.9448
2927,-1421.3546
2928,449.91556
2929,279.52597
2930,2028.05
2931,471.21072
2932,1165.6099
2933,-1752.8772
2934,2717.18
2935,-810.3256
2936,-1233.1364
2937,1211.1104
2938,607.7022
2939,57.780304
2940,-1461.4629
2941,-906.165
2942,-121.4653
2943,-538.5683
2944,-1891.8442
2945,683.59064
2946,-1193.0068
2947,-636.0683
2948,-1199.1318
2949,-1157.5583
2950,172.15335
2951,-1026.6708
2952,-956.0999
2953,-75.534515
2954,2425.3389
2955,1252.5039
2956,-92.07553
2957,158.29105
2958,-41.189423
2959,437.80014
2960,-590.57025
2961,-718.1641
2962,-1003.96674
2963,-1305.0693
2964,-435.93698
2965,222.95828
2966,-1423.5454
2967,76.76468
2968,1675.3334
2969,1092.1368
2970,-1221.4023
2971,6789.153
2972,1808.8958
2973,1213.1343
2974,-512.7569
2975,837.18805
2976,-67.43552
2977,-298.9849
2978,-119.411835
2979,653.31476
2980,-278.58884
2981,-5118.9497
2982,4951.2036
2983,-441.46628
2984,1612.7949
2985,-49.56552
2986,-508.45712
2987,-1351.299
2988,-1472.1785
2989,209.08145
2990,358.20798
2991,-127.50058
2992,1101.9983
2993,171.31705
2994,-892.52423
2995,3165.8623
2996,1685.374
2997,-625.2946
2998,-67.81027
2999,-428.62766
3000,244.44363
3001,-739.1894
3002,-411.7109
3003,-1049.9995
3004,-1065.7607
3005,-1014.14056
3006,-425.8972
3007,4616.322
3008,-5185.836
3009,-898.7675
3010,3151.6338
3011,2612.015
3012,20.353546
3013,-415.87436
3014,-721.0878
3015,-1199.459
3016,390.97684
3017,276.3096
3018,-57.639862
3019,2255.668
3020,1922.249
3021,-63.381805
3022,2843.6177
3023,1039.9902
3024,-753.58014
3025,-1592.5613
3026,65.79813
3027,519.72186
3028,1473.6758
3029,808.05035
3030,-2477.0942
3031,2742.7212
3032,5045.975
3033,1130.7177
3034,38.48294
3035,-1028.5146
3036,-1870.584
3037,-948.26166
3038,2512.2163
3039,1493.9412
3040,344.6641
3041,276.77396
3042,-1216.374
3043,800.96265
3044,-552.1536
3045,3012.9373
3046,3230.9106
3047,3408.6506
3048,1803.17
3049,-546.7441
3050,-2037.5947
3051,406.60474
3052,2445.6328
3053,-957.65814
3054,-998.7724
3055,630.1243
3056,2913.3115
3057,-120.337006
3058,332.96634
3059,-24.030487
3060,1440.2126
3061,2874.02
3062,1436.339
3063,-594.09186
3064,-4726.6206
3065,-442.6401
3066,-1688.1802
3067,0.03384471
3068,175.06448
3069,-385.62106
3070,-698.8001
3071,-932.7641
3072,68.4202
3073,-2009.7656
3074,387.9988
3075,7.5085764
3076,-76.08292
3077,30.49881
3078,-120.19333
3079,-721.09125
3080,-1097.8333
3081,-1491.9392
3082,144.74564
3083,-524.29694
3084,-179.2214
3085,-153.5151
3086,-1191.2212
3087,2388.5908
3088,-590.30804
3089,2815.514
3090,609.9747
3091,-635.44574
3092,-267.18893
3093,-416.05026
3094,108.2106
3095,285.68167
3096,-528.33344
3097,64.621124
3098,-1457.2231
3099,-947.267
3100,1879.0261
3101,-1218.5828
3102,909.8619
3103,696.2823
3104,-262.2476
3105,-559.3223
3106,107274.125
3107,-391.32224
3108,505.61868
3109,131.28104
3110,1348.1724
3111,3772.9968
3112,1017.4069
3113,2258.8713
3114,3515.107
3115,498.04153
3116,4880.0933
3117,427.7631
3118,1547.7451
3119,603.0817
3120,171.85172
3121,-272.58884
3122,-413.82614
3123,-194.8182
3124,-1961.8247
3125,-629.9926
3126,-2123.7507
3127,1316.8491
3128,-393.42184
3129,223.70364
3130,-445.1749
3131,270.84378
3132,-1495.0508
3133,1446.7754
3134,-939.16833
3135,-375.09763
3136,3117.7021
3137,729.5938
3138,-866.97845
3139,-888.43396
3140,-1111.6395
3141,2888.822
3142,-160.62595
3143,194.96927
3144,568.0201
3145,-1942.169
3146,4656.705
3147,189.50443
3148,1908.2415
3149,-613.9062
3150,5.8052073
3151,174.20108
3152,-389.3596
3153,-180.27835
3154,21892.28
3155,-216.42221
3156,1075.2139
3157,1130.6041
3158,-498.68222
3159,-576.45233
3160,-183.73312
3161,-988.01874
3162,-265.3342
3163,-777.9096
3164,1773.7023
3165,-875.62177
3166,990.83453
3167,1128.5254
3168,-731.42816
3169,822.1429
3170,-182.28989
3171,-1931.9014
3172,-669.68353
3173,-2728.2942
3174,-365.6921
3175,-135.4332
3176,784.5054
3177,-2153.3335
3178,-2095.9304
3179,1572.5747
3180,-1013.6274
3181,1252.3342
3182,-2420.5322
3183,-609.80804
3184,314.87143
3185,751.84576
3186,-775.56366
3187,-269.52737
3188,1201.1069
3189,-473.9868
3190,-572.33905
3191,-4464.4194
3192,-1244.2266
3193,-792.5323
3194,11806.928
3195,-3824.6714
3196,2898.0186
3197,-931.61005
3198,199.74246
3199,933.65
3200,-1419.9932
3201,4260.2
3202,226.11551
3203,-2096.5994
3204,656.03217
3205,4219.4834
3206,-249.20651
3207,3802.7034
3208,2046.5457
3209,7218.117
3210,-489.73093
3211,-743.77045
3212,-986.3686
3213,4031.2148
3214,-568.7421
3215,1248.0029
3216,-143.23337
3217,1430.1659
3218,-764.43866
3219,-1414.9194
3220,544.5367
3221,3909.007
3222,-504.8259
3223,965.7342
3224,159.99783
3225,-668.61725
3226,-604.0966
3227,808.2975
3228,-106.23337
3229,-267.89377
3230,657.8543
3231,-131.08127
3232,792.2902
3233,-653.6816
3234,-344.0117
3235,-247.81735
3236,706.4106
3237,2487.9976
3238,-517.1971
3239,-4.6541433
3240,-935.16644
3241,-579.71674
3242,319.09866
3243,-2709.2188
3244,-248.37009
3245,1922.3451
3246,785.7388
3247,-72.058075
3248,-625.58
3249,-1413.6178
3250,-125.855804
3251,902.43524
3252,1293.9799
3253,-136.59921
3254,2661.117
3255,-2353.0195
3256,-69.92282
3257,1699.1855
3258,-1104.1729
3259,-298.99216
3260,-115.90378
3261,-3441.9062
3262,6628.056
3263,-2028.0508
3264,-194.7355
3265,-303.8818
3266,6.130891
3267,-694.5059
3268,288.32773
3269,1896.4126
3270,2883.0854
3271,173242.5
3272,-3750.0671
3273,-3622.6895
3274,5.0664377
3275,2559.8547
3276,234464.78
3277,82.209015
3278,-196.25436
3279,-199.62253
3280,-3545.7178
